Age,Working class,Education,Marital status,Occupation,Relationship,Race,Sex,Hours per week,Country,Salary
18, ?, HS-grad, Never-married, ?, Own-child, White, Female,35, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,25, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,19, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,25, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,32, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,25, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,20, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
25, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,30, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,33, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
25, Private, 11th, Never-married, Other-service, Unmarried, Black, Female,32, United-States, <=50K
19, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,56, United-States, <=50K
24, Private, 10th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,40, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,55, United-States, >50K
25, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
24, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,20, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,30, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,35, United-States, <=50K
23, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,36, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K
22, Private, 10th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,30, United-States, <=50K
22, State-gov, 12th, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States, >50K
20, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
19, ?, HS-grad, Never-married, ?, Own-child, White, Female,28, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,44, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,45, United-States, >50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,45, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,65, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,38, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,25, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
18, Private, 10th, Never-married, Transport-moving, Not-in-family, White, Male,56, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,30, United-States, <=50K
22, Private, 11th, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,48, United-States, <=50K
18, ?, 11th, Never-married, ?, Other-relative, White, Female,20, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,45, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Male,40, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Female,25, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,8, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K
24, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,48, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Not-in-family, White, Female,30, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
18, ?, 11th, Never-married, ?, Own-child, White, Male,35, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,30, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
20, ?, 11th, Married-civ-spouse, ?, Other-relative, White, Female,39, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,30, United-States, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
24, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,30, United-States, <=50K
20, Private, 10th, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
18, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,16, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,30, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,32, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
21, ?, HS-grad, Married-civ-spouse, ?, Other-relative, White, Female,35, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,32, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,43, United-States, <=50K
22, Private, HS-grad, Divorced, Sales, Own-child, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,25, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,20, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
18, State-gov, 11th, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,20, United-States, <=50K
22, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,20, United-States, <=50K
25, Local-gov, Masters, Never-married, Prof-specialty, Own-child, White, Male,20, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,35, United-States, <=50K
22, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,24, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,35, United-States, <=50K
24, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,30, United-States, <=50K
19, ?, HS-grad, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
23, Private, 12th, Never-married, Other-service, Unmarried, Black, Male,38, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, Black, Male,20, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,15, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,15, United-States, <=50K
18, ?, 11th, Never-married, ?, Own-child, Black, Male,48, United-States, <=50K
24, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,20, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,25, United-States, <=50K
23, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,24, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,30, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
24, Private, 12th, Never-married, Farming-fishing, Own-child, Black, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
24, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,75, United-States, <=50K
20, Private, 11th, Never-married, Craft-repair, Not-in-family, Black, Male,25, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,25, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,25, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,50, United-States, <=50K
